user_id,time_started,is_paid,medium
3074457348233416985,2020-06-26 02:12:06.000,false,DIRECT
3074457348419303595,2020-06-14 07:43:11.000,false,INVITES
3074457348426615567,2020-05-07 16:13:50.000,false,INVITES
3074457348586712571,2020-06-24 14:45:03.000,false,INVITES
3074457348336867472,2020-05-25 06:43:03.000,false,IMPRESSION
3074457348629669343,2020-06-26 22:23:35.000,false,INVITES
3074457348370260560,2020-05-18 09:15:32.000,false,IMPRESSION
3074457348628659855,2020-06-26 19:39:18.000,false,INVITES
